Date,Team,Agent,Calls_Handled,SLA_Percentage,AHT_Seconds,CSAT,Escalated_Cases,Resolution_Rate
2025-09-15,Team C,Aaron,69,96.24,281,4.23,1,100
2025-06-12,Team C,Lisa,75,90.52,304,3.79,0,95.8
2025-03-10,Team B,Amy,81,93.24,272,4.43,3,95.71
2025-03-27,Team C,John,40,97.05,356,4.56,1,94.59
2025-02-20,Team C,Alex,88,88.36,303,4.14,2,94.4
2025-12-23,Team C,Rachel,105,93.94,275,4.42,5,95.09
2025-02-12,Team B,Grace,64,88.01,328,4.28,2,95.04
2025-10-22,Team A,Alex,80,94.25,274,4.37,2,94.81
2025-04-06,Team C,Grace,75,96.77,316,5,3,95.97
2025-01-22,Team D,Amy,102,92.93,208,4.51,1,99.36
2025-12-31,Team A,Rachel,86,91.78,398,4.3,1,94.94
2025-10-10,Team D,Jason,90,98.26,387,4.33,2,97.91
2025-12-18,Team B,Michael,89,92.02,274,3.61,2,94.21
2025-04-17,Team C,Rachel,111,97.64,321,4.86,3,95.57
2025-05-18,Team A,Daniel,97,93.88,299,4.33,2,100
2025-01-23,Team D,David,72,91.07,369,4.6,1,94.53
2025-09-22,Team C,John,114,99.72,314,4.45,2,93.36
2025-12-23,Team D,Amy,92,96.46,246,4.51,3,93.65
2025-09-14,Team C,Sarah,94,89.56,364,4.25,2,98.22
2025-03-27,Team D,Emma,68,93.86,281,4.61,2,97.77
2025-03-26,Team D,Aaron,58,93.82,317,4.85,2,93.37
2025-12-20,Team D,Aaron,95,96.35,315,3.84,0,92.76
2025-02-11,Team C,Kevin,82,92.04,269,4.49,2,95.93
2025-12-18,Team B,Sophia,84,93.69,338,4.34,2,95.93
2025-04-06,Team C,Aaron,72,93.18,357,4.59,1,96.62
2025-03-23,Team D,Amy,77,98.67,283,4.36,0,91.01
2025-07-05,Team C,Lisa,98,95,322,4.21,1,95.68
2025-09-10,Team D,Kevin,84,90.75,253,4.96,0,94.63
2025-06-23,Team D,Ryan,101,89.64,323,4.21,3,94
2025-03-25,Team B,Mary,70,87.28,282,4.34,1,96.72
2025-01-23,Team C,Alex,104,94.13,309,4.46,3,94.58
2025-10-24,Team B,Olivia,88,95.34,275,4.11,2,99.14
2025-03-23,Team B,Nicole,72,91.86,340,4.91,4,96.85
2025-12-03,Team A,Amy,82,85.25,331,4.43,1,94.01
2025-10-05,Team C,Ryan,89,100,310,4.05,3,93.09
2025-04-27,Team D,Daniel,70,91.76,325,4.41,3,97.35
2025-06-24,Team D,Kevin,107,94.77,370,4.44,0,94.88
2025-07-21,Team D,Grace,86,92.27,204,4.41,0,94.22
2025-10-28,Team B,Nicole,102,94.82,298,5,1,95.87
2025-03-09,Team D,David,91,94.7,378,4.01,0,95.22
2025-11-28,Team A,John,85,85.31,279,4.22,2,95.86
2025-03-22,Team C,Alex,77,94.93,346,4,4,97.79
2025-04-04,Team C,Nicole,69,89.26,309,5,2,94.33
2025-05-18,Team D,Olivia,76,95.45,213,4.49,0,96.42
2025-10-31,Team B,Jason,79,91.13,363,4.19,2,96.9
2025-06-15,Team D,Sophia,81,93.88,325,4.74,1,97.53
2025-06-19,Team A,Michael,101,91.11,337,4.93,1,99.66
2025-11-22,Team C,Alex,108,93.12,286,4.51,2,96.9
2025-08-08,Team A,Amy,96,94.57,306,4.23,1,95.64
2025-11-11,Team A,Lisa,80,93.69,385,4.23,3,96.85
2025-03-30,Team C,Olivia,75,87.75,292,4.52,1,96.59
2025-08-28,Team A,Rachel,69,92.44,329,3.76,2,95.41
2025-06-10,Team C,Chris,67,87.94,267,4.96,5,96.16
2025-12-03,Team A,Jason,99,95.86,335,3.89,3,90.95
2025-08-11,Team B,Ryan,78,96.35,345,4.73,1,92.57
2025-04-13,Team C,Olivia,93,95.64,293,4.65,2,98.59
2025-08-12,Team C,John,73,96.79,332,4.61,1,96.91
2025-05-24,Team B,Olivia,49,90.87,343,4.48,0,100
2025-07-22,Team D,Rachel,69,90.39,282,4.38,2,97.16
2025-03-03,Team B,Sophia,83,94.1,421,4.2,2,97.26
2025-08-03,Team C,Michael,114,90.2,355,4.26,2,93.84
2025-02-09,Team A,Olivia,62,91.8,315,4.21,3,95.84
2025-07-03,Team D,Daniel,88,86.52,298,4.7,4,95.15
2025-03-05,Team D,Olivia,84,89.29,368,4.51,2,96.38
2025-03-26,Team C,Rachel,99,91.41,314,4.69,2,94.16
2025-08-17,Team C,David,95,95.25,350,4.33,2,93.16
2025-12-01,Team C,Grace,95,94.33,276,3.68,0,96.69
2025-09-09,Team A,Daniel,81,91.06,359,4.34,1,93.97
2025-05-29,Team B,Nicole,72,91.34,258,4.22,1,97.63
2025-04-15,Team C,Michael,73,95.58,260,4.07,1,93.77
2025-05-16,Team B,Mary,84,94.87,377,4.56,3,95.92
2025-06-15,Team D,Jason,89,94.78,381,4.52,3,94.24
2025-04-23,Team D,Sarah,74,90.56,316,4.3,0,94.67
2025-07-26,Team B,Michael,89,98.11,329,3.98,1,95.64
2025-06-01,Team C,Jason,106,92.94,263,4.31,0,95.4
2025-04-18,Team A,Aaron,107,88.08,391,4.12,3,96.86
2025-01-12,Team D,Lisa,66,90.9,198,4.6,1,96.75
2025-10-24,Team B,Olivia,119,92.71,479,4.53,0,94.32
2025-07-28,Team D,Daniel,68,92.88,283,4.68,6,94.01
2025-11-12,Team D,Lisa,69,95.54,413,4.3,4,97.78
2025-03-20,Team D,Sophia,91,90.85,452,4.48,1,93.16
2025-07-15,Team A,Alex,99,95.69,291,4.75,6,96.7
2025-01-27,Team A,Michael,82,88.68,278,4.62,1,96
2025-12-19,Team D,Ryan,103,91.65,317,4.46,5,95.84
2025-11-03,Team B,Chris,55,95.83,324,4.23,2,98.01
2025-10-12,Team C,Mary,85,91.14,301,4.33,7,93.76
2025-10-08,Team C,Grace,77,96.64,341,4.81,2,96.82
2025-11-24,Team C,Kevin,89,92.32,255,4.08,2,98.85
2025-01-16,Team D,Mary,72,95.63,314,4.11,1,94.77
2025-11-01,Team A,Alex,100,90.91,379,4.66,5,94.7
2025-10-23,Team A,Michael,71,98.39,288,3.85,3,99.55
2025-08-13,Team B,Sophia,74,90.25,287,4.55,3,96.87
2025-01-29,Team A,Ryan,62,99.13,293,4.06,2,94.94
2025-03-17,Team A,Grace,101,94.8,290,4.25,0,94.14
2025-01-28,Team D,Sophia,78,92.21,334,4.92,3,95.8
2025-05-30,Team D,John,89,91.31,277,4.25,1,92.52
2025-03-12,Team A,Mary,102,95.91,256,4.44,0,94.2
2025-01-30,Team C,Kevin,76,95.39,360,4.52,3,95.97
2025-04-05,Team A,David,86,97.34,332,4.46,0,100
2025-03-07,Team A,Chris,112,89.41,354,4.71,1,95.28
2025-10-22,Team B,Rachel,83,93.1,263,4.34,2,94.39
2025-09-11,Team A,David,53,90.55,382,4.36,1,97.47
2025-05-30,Team D,Aaron,104,89.24,284,4.42,3,94.29
2025-02-19,Team A,Daniel,62,92.51,277,4.55,2,94.42
2025-02-28,Team C,Emma,72,92.47,314,4.73,3,93.42
2025-01-17,Team C,Daniel,74,94.96,361,3.74,4,96.87
2025-06-20,Team D,Alex,94,88.19,299,4.35,4,95.06
2025-09-06,Team A,John,73,92.15,272,4.25,2,96.87
2025-04-10,Team B,Rachel,100,92.76,264,4.53,2,95.61
2025-05-15,Team D,Nicole,51,94.91,327,4.88,0,97.8
2025-09-14,Team A,Amy,98,89.99,314,3.91,2,98.71
2025-11-22,Team D,Alex,88,96.38,252,4.71,1,96.55
2025-12-13,Team D,Sarah,101,97.6,303,4.26,4,94.91
2025-05-08,Team C,Aaron,59,96.95,272,4.3,2,97.55
2025-04-13,Team D,John,97,97.48,307,4.06,3,95.51
2025-01-23,Team A,Ryan,81,88.93,330,4.04,1,95.58
2025-01-23,Team D,Aaron,88,92.57,338,4.64,2,96.85
2025-05-03,Team A,Grace,90,91.36,328,4.61,2,95.86
2025-12-13,Team B,Nicole,88,87.36,389,4.47,1,99.27
2025-02-14,Team D,Olivia,66,95.54,326,3.97,0,99.33
2025-10-11,Team D,Amy,69,89.89,393,4.21,4,99.07
2025-01-13,Team D,Ryan,106,93,390,4.38,3,98.98
2025-08-13,Team C,Sarah,75,96.35,335,4.56,2,98.13
2025-10-25,Team B,John,55,91.44,324,4.95,2,97.75
2025-08-10,Team A,Mary,95,98.4,340,4.46,1,95.8
2025-02-08,Team C,Rachel,36,99.34,330,4.12,4,94.05
2025-04-01,Team C,Ryan,79,89.39,235,4.42,3,97.99
2025-04-02,Team A,Kevin,111,96.59,366,4.79,3,92.52
2025-01-19,Team D,Daniel,82,91.76,301,4.2,3,93.42
2025-02-13,Team B,Alex,74,91.67,364,3.87,3,99.06
2025-03-16,Team B,Chris,113,90.15,276,4.91,0,95.47
2025-04-16,Team B,Mary,108,97.16,289,3.55,2,96.83
2025-10-21,Team C,Olivia,88,89.43,264,4.65,3,97.69
2025-02-15,Team D,Daniel,101,91.8,237,4.38,1,93.85
2025-09-03,Team A,Alex,103,95.05,353,4.72,3,96.78
2025-12-16,Team B,Nicole,60,95.99,260,4.48,4,97.88
2025-03-27,Team C,Jason,73,91.42,344,4.63,0,98.93
2025-10-12,Team C,Nicole,89,93.5,352,4.27,2,92.91
2025-01-17,Team A,Olivia,89,95.6,341,3.79,3,96.89
2025-04-07,Team C,Mary,88,91.75,302,4.41,6,95.74
2025-06-07,Team A,Jason,82,93.67,357,4.91,2,95.17
2025-02-23,Team C,David,86,85.67,379,4.02,1,93.86
2025-06-26,Team B,Sophia,78,87.62,343,4.51,1,95.03
2025-06-24,Team A,Aaron,87,95.5,263,4.13,2,98.21
2025-10-31,Team D,Daniel,75,96.3,277,4.59,3,94.67
2025-04-15,Team C,Rachel,104,92.33,283,4.63,1,94.27
2025-03-25,Team D,Grace,86,95.01,336,4.79,2,96.09
2025-05-12,Team C,Daniel,91,96.51,319,4.17,0,94.83
2025-08-28,Team A,Lisa,79,83.69,336,4.55,2,93.97
2025-12-28,Team A,Kevin,86,95.95,350,4.29,2,97.13
2025-10-23,Team D,Daniel,83,98.87,362,4.5,4,96.91
2025-02-02,Team B,Chris,104,94.29,294,4.41,3,99.76
2025-10-26,Team A,Lisa,106,91.83,317,4.79,0,93.98
2025-03-18,Team C,Kevin,77,92.27,246,4.74,5,95.28
2025-08-22,Team C,Michael,56,96.12,258,4.7,0,99.72
2025-12-09,Team B,Sophia,107,92.86,269,4.4,0,94.85
2025-06-16,Team B,John,95,92.74,417,4.73,3,94.97
2025-08-07,Team A,Olivia,65,93.96,393,4.56,1,95.81
2025-07-27,Team D,Sophia,85,95.99,282,4.47,3,96.71
2025-11-06,Team A,Emma,89,92.89,324,4.34,3,96.62
2025-10-05,Team B,Nicole,94,93.16,264,4.67,3,95.19
2025-02-06,Team A,Olivia,87,88.61,334,3.31,2,97.7
2025-05-16,Team D,Aaron,80,99.24,319,4.46,1,92.4
2025-05-04,Team D,Kevin,67,94.99,277,4.39,0,97.54
2025-02-13,Team A,Nicole,91,91.99,373,4.85,0,96.57
2025-05-03,Team C,Rachel,110,91.76,279,4.52,1,94.4
2025-01-23,Team B,David,106,91.62,440,4.2,2,95.01
2025-02-11,Team D,Aaron,92,89.26,324,4.62,2,99.19
2025-10-27,Team A,Rachel,73,95.1,294,4.47,3,96.1
2025-01-05,Team C,Grace,109,94.39,279,4.18,0,96.54
2025-03-13,Team B,Sarah,74,93.64,427,4.66,3,93.48
2025-12-02,Team A,Rachel,92,92.65,404,4.26,1,95.96
2025-05-06,Team B,David,88,98.58,333,4.26,1,97.18
2025-11-01,Team B,Rachel,68,90.02,373,4.03,2,95.26
2025-11-12,Team D,Daniel,107,93.54,317,3.96,2,95.19
2025-12-26,Team C,Aaron,56,94.47,363,4.66,1,97.06
2025-06-27,Team B,David,99,90.8,205,4.72,4,94.11
2025-08-17,Team D,Ryan,99,96.46,267,4.45,1,96.09
2025-04-04,Team B,Chris,97,99.08,335,4.28,1,96.83
2025-08-25,Team B,Lisa,75,99.3,268,4.44,2,94.7
2025-08-13,Team B,Sarah,82,92.35,336,4,2,95.63
2025-12-18,Team B,Lisa,99,92.76,249,3.89,3,95.01
2025-05-27,Team A,Aaron,113,95.27,346,4.66,1,99.92
2025-07-24,Team B,Mary,97,91.85,315,4.23,5,97.51
2025-01-06,Team B,Alex,104,96.92,246,4.27,4,95.02
2025-03-24,Team A,Sarah,86,94.59,361,4.69,2,98.19
2025-03-21,Team C,Sophia,79,99.61,351,4.44,2,97.01
2025-09-23,Team A,Emma,99,92.5,310,4.38,4,95.63
2025-03-22,Team B,Sarah,86,95.28,381,4.39,1,99.16
2025-06-30,Team D,Olivia,59,87.75,215,3.97,1,96.57
2025-02-02,Team A,Chris,65,89.13,353,4.51,5,97.21
2025-05-25,Team C,Rachel,98,89.74,244,3.87,2,95.93
2025-09-08,Team A,Olivia,80,93.92,316,4.56,1,95.95
2025-10-17,Team C,Michael,95,91.77,315,3.73,0,97.85
2025-10-13,Team B,Jason,67,97.04,320,4.11,2,95.36
2025-03-13,Team D,Jason,67,92.06,229,4.49,1,97.11
2025-07-20,Team D,David,75,91.18,306,4.68,1,98.14
2025-06-09,Team A,Sophia,74,96.14,380,4.12,4,97.18
2025-03-19,Team C,Olivia,108,96.25,326,4.36,2,98.01
2025-10-31,Team C,Kevin,85,93.25,334,4.78,0,96.49
2025-05-20,Team C,Olivia,74,93,409,4.91,2,97.13
2025-01-10,Team B,Sarah,75,93.29,205,4.45,2,97.04
2025-03-23,Team C,David,88,94.12,295,4.51,2,96.95
2025-10-18,Team D,Kevin,81,91.18,232,3.75,2,97.27
2025-03-21,Team D,Lisa,90,91.6,291,4.28,2,93
2025-03-07,Team A,Emma,70,99.14,380,3.8,1,95.47
2025-09-07,Team B,Aaron,75,93.19,440,4.54,2,97.53
2025-02-06,Team C,John,65,89.61,301,4.66,0,94.46
2025-07-16,Team A,Lisa,70,90.41,237,4.53,3,95.43
2025-02-28,Team B,Sophia,61,89.23,339,4.92,3,97.76
2025-04-01,Team A,Sarah,91,95.18,335,4.16,3,99.43
2025-10-30,Team C,Michael,77,93.84,272,4.35,2,95.44
2025-04-29,Team B,Grace,71,93.93,343,4.37,4,96.04
2025-02-20,Team C,Sarah,66,88.99,292,4.1,3,94.99
2025-09-17,Team A,Grace,123,97.52,307,4.48,0,93.32
2025-09-13,Team A,Sophia,82,92.18,303,4.63,2,98.41
2025-11-24,Team C,Olivia,72,97.38,438,4.62,1,94.97
2025-01-07,Team D,Daniel,112,94.27,307,4.65,2,98.72
2025-05-25,Team A,Mary,74,92.55,359,4.23,2,95.06
2025-09-16,Team C,Chris,64,92.35,326,4.64,4,93.28
2025-05-02,Team B,Mary,64,88.8,295,4.53,4,95.44
2025-08-14,Team A,Daniel,82,87.33,266,4.64,4,96.93
2025-06-06,Team C,David,84,96.07,318,3.96,1,97.02
2025-02-03,Team C,Emma,102,96.75,254,4.53,3,97.39
2025-05-25,Team D,Amy,63,96.12,295,4.43,4,96.06
2025-09-06,Team D,Ryan,66,95.56,330,4.09,2,93.61
2025-04-22,Team C,Nicole,78,97.89,393,3.67,4,96.51
2025-01-07,Team C,Mary,87,88.68,317,3.86,1,94.57
2025-05-08,Team B,Sophia,90,94.96,361,4.24,2,94.69
2025-06-05,Team A,Kevin,65,87.62,352,3.73,6,96.22
2025-05-01,Team B,Michael,75,93.33,246,4,4,98.17
2025-06-08,Team B,Mary,98,92.07,199,4.53,2,96.46
2025-01-15,Team B,Olivia,73,90.13,348,5,3,97.55
2025-01-12,Team A,Emma,87,91.16,350,4.63,2,100
2025-10-24,Team A,Sarah,79,96.06,297,4.25,1,96.06
2025-08-09,Team B,Ryan,90,87.54,373,4.19,3,97.26
2025-02-22,Team D,Emma,82,89.46,362,4.55,3,95.6
2025-09-13,Team C,David,73,88.27,380,4.55,2,94.6
2025-11-11,Team B,Michael,74,90.38,241,3.87,1,96.46
2025-03-07,Team C,Sophia,99,95.74,278,4.81,4,94.22
2025-01-17,Team C,Amy,55,94.94,318,4.23,1,96.61
2025-08-31,Team C,Michael,68,90.26,303,4.44,3,96.02
2025-11-05,Team D,Alex,68,92.14,309,4.36,4,94.33
2025-10-02,Team A,Aaron,67,91.04,258,3.99,2,97.1
2025-03-21,Team C,David,86,90.58,359,4.64,3,97.3
2025-02-17,Team B,Nicole,80,92.39,395,4.12,2,99.56
2025-09-22,Team A,Michael,77,94.25,385,4.77,2,96.08
2025-11-15,Team C,Emma,59,94.14,249,4.1,2,97.46
2025-10-09,Team A,Sophia,82,90.86,296,4.89,3,96.44
2025-02-28,Team B,David,86,94.82,305,4.45,3,94.95
2025-12-08,Team B,Sarah,57,91.65,346,4.41,4,94.06
2025-10-02,Team D,Olivia,87,93.42,276,4.22,0,96.27
2025-07-29,Team B,Michael,90,94.08,420,4.09,0,95.32
2025-06-18,Team C,Lisa,80,93.7,282,4.84,0,96.65
2025-01-16,Team B,Olivia,104,92.66,308,4.76,1,96.04
2025-12-27,Team A,Daniel,91,97.47,398,4.26,2,96.51
2025-01-21,Team D,Aaron,94,92.34,294,4.78,1,94.09
2025-09-24,Team B,Daniel,83,89.41,369,4.59,1,98.75
2025-11-11,Team A,Olivia,78,88.13,322,3.96,0,96.25
2025-12-09,Team B,Chris,94,93.28,296,4.44,1,95.84
2025-08-21,Team B,Nicole,119,94.43,371,4.62,4,95.86
2025-09-28,Team D,Alex,45,92.91,307,4.66,6,95.69
2025-11-09,Team B,Sarah,53,94.59,288,4.71,1,94.81
2025-03-23,Team B,Chris,65,95.1,336,4.38,1,95.92
2025-08-07,Team B,Rachel,87,95.66,252,4.57,2,91.2
2025-10-28,Team C,Rachel,70,92.09,271,4.23,5,94.83
2025-09-06,Team A,Ryan,75,93.65,405,4.39,1,95.08
2025-02-03,Team B,Grace,85,95.76,366,4.42,3,96.17
2025-01-11,Team C,Nicole,100,90.96,231,4.82,1,95.13
2025-12-24,Team B,Nicole,89,95.95,345,4.72,1,96.13
2025-07-23,Team D,Michael,73,94.55,351,4.25,4,97.67
2025-09-20,Team D,Aaron,81,94.56,355,4.1,3,91.23
2025-07-09,Team D,Grace,88,93.2,375,4.47,2,94.15
2025-01-07,Team D,Ryan,70,90.29,367,4.26,0,96.55
2025-06-26,Team B,Aaron,82,95.38,363,4.22,0,96.86
2025-04-26,Team A,Nicole,94,94.7,363,4.41,1,96.69
2025-01-12,Team B,Daniel,112,91.55,360,4.3,3,96.22
2025-05-25,Team D,Nicole,67,90.54,355,4.7,0,96.07
2025-11-14,Team B,Emma,87,88.89,312,3.74,1,96.63
2025-10-14,Team C,Aaron,74,96.77,291,4.74,1,96.95
2025-05-26,Team D,Nicole,85,90.89,315,4.46,1,98.07
2025-12-04,Team C,Aaron,87,90.8,281,4.14,1,92.87
2025-07-15,Team B,Lisa,109,89.79,260,4.36,1,96.01
2025-03-06,Team D,Grace,118,88.34,299,4.45,1,95.7
2025-08-28,Team D,Rachel,92,89.04,350,4.44,1,97.56
2025-09-13,Team C,Sarah,95,91.74,316,4.25,0,98.33
2025-11-21,Team D,David,80,94.43,311,4.21,4,99.36
2025-06-05,Team B,Ryan,72,97.07,299,4.5,2,92.63
2025-03-23,Team A,Sophia,54,95.33,324,4.77,0,100
2025-12-02,Team B,Sophia,65,96.61,381,3.82,2,96.23
2025-10-02,Team D,Lisa,120,95.85,259,4.6,0,93.84
2025-11-27,Team B,Amy,81,97.45,357,4.29,2,98.5
2025-02-18,Team D,David,97,92.06,270,4.34,0,95.49
2025-11-18,Team A,Olivia,102,93.81,365,4.2,2,95.44
2025-11-06,Team D,Amy,71,93.71,303,4.47,0,96.53
2025-02-15,Team C,Kevin,83,94.45,323,4.3,1,94.52
2025-12-05,Team A,Amy,84,95.76,387,4.24,1,94.87
2025-01-13,Team D,Rachel,90,94.63,311,4.45,3,96.02
2025-12-16,Team C,Lisa,87,92.98,356,4.55,1,92.98
2025-06-11,Team A,Emma,72,86.28,392,4.67,3,94.29
2025-01-07,Team B,Sophia,110,86.9,389,4.25,1,98.79
2025-08-21,Team C,Chris,85,91.19,343,4.78,2,93.18
2025-12-19,Team D,John,69,95,438,4.99,0,96.45
2025-01-02,Team B,Kevin,90,92.9,341,4.16,3,99.39
2025-11-23,Team B,Aaron,83,99.03,314,4.36,6,90.87
2025-08-04,Team D,Aaron,68,91.95,292,4.75,4,93.71
2025-01-31,Team C,Grace,72,92.21,296,4.58,1,94.82
2025-11-20,Team C,Alex,93,95.9,336,4.73,0,96.71
2025-08-22,Team D,Ryan,83,92.47,277,4.35,0,96.2
2025-09-12,Team B,Aaron,46,95.02,348,4.6,2,97.08
2025-01-09,Team C,Kevin,74,88.56,329,5,1,94.57
2025-05-03,Team B,John,91,89.72,286,4.44,1,94.39
2025-03-13,Team B,Kevin,72,100,251,4.45,2,92.46
2025-09-17,Team D,Lisa,98,95.67,359,4.44,1,98.31
2025-12-08,Team B,Olivia,76,97.51,195,4.44,1,97.83
2025-07-16,Team B,Lisa,77,93.91,383,4.28,2,94.39
2025-06-20,Team B,Ryan,96,87.95,340,4.17,2,98.9
2025-08-02,Team B,David,106,94.6,326,4.52,2,94.54
2025-02-01,Team A,Aaron,48,95.68,324,4.25,1,93.84
2025-08-27,Team D,Sarah,58,96.79,316,4.14,2,94.12
2025-09-04,Team A,Amy,90,92.64,291,4.33,0,96.03
2025-04-15,Team D,Lisa,82,95.5,331,3.97,1,99.11
2025-11-07,Team B,Chris,85,88.37,368,4.67,4,97.42
2025-07-06,Team C,Grace,81,93.59,180,4.02,2,93.11
2025-11-18,Team A,Sarah,71,87.28,309,3.96,1,95.68
2025-05-09,Team B,Chris,97,92.79,285,4.68,1,96.2
2025-06-28,Team A,Mary,78,91.7,253,4.03,2,93.42
2025-06-24,Team A,Nicole,87,88.48,283,4.15,1,96.61
2025-02-26,Team D,John,49,92.37,347,4.81,0,98.24
2025-05-05,Team C,Michael,96,90.98,265,4.61,1,94.48
2025-06-28,Team D,Ryan,105,90.54,264,4.8,2,97.29
2025-01-21,Team D,Kevin,80,95.54,324,4.34,4,95.18
2025-12-27,Team B,Olivia,74,94.88,378,4.11,3,95.67
2025-07-18,Team A,Amy,54,94.26,347,4.38,1,100
2025-03-12,Team C,Nicole,77,92.32,366,4.65,3,93.16
2025-03-21,Team C,Michael,86,94.62,199,4.51,4,96.5
2025-08-30,Team D,Mary,75,93.93,326,4.06,1,93.51
2025-01-26,Team C,John,81,94.69,312,4.95,4,95.47
2025-10-11,Team B,Lisa,92,92.12,347,4.49,1,95.65
2025-01-09,Team A,Olivia,114,94.66,416,4.38,0,93.65
2025-05-04,Team C,David,82,91.95,370,4.67,2,97.19
2025-01-19,Team A,Lisa,100,88.1,307,4.52,2,91.45
2025-02-14,Team B,Lisa,47,93.58,338,4.71,0,95.12
2025-05-13,Team C,Sarah,72,91.17,247,4.41,2,96.48
2025-06-17,Team C,Sophia,85,90.27,299,4.84,4,98.95
2025-08-28,Team D,Michael,58,92.29,388,3.9,2,97.9
2025-03-26,Team B,Amy,61,96.44,354,4.17,3,96.5
2025-12-25,Team C,Kevin,95,91.48,327,4.65,0,93.8
2025-09-09,Team C,Alex,88,95.19,359,4.01,4,96.94
2025-03-24,Team B,David,89,99.26,326,4.03,1,94.76
2025-09-17,Team A,Sarah,88,95.41,246,4.59,1,97.79
2025-01-28,Team B,Ryan,62,90.93,299,4.05,2,95.53
2025-05-23,Team C,Grace,54,89.68,339,4.97,4,98.74
2025-09-04,Team C,Amy,101,96.48,329,3.94,3,94.78
2025-09-02,Team A,Mary,91,88.59,308,4.47,2,98.08
2025-02-13,Team A,Amy,96,91.79,370,4.4,4,96.5
2025-01-12,Team C,Ryan,96,94.18,310,4.09,3,93.2
2025-12-01,Team A,Nicole,75,93.28,260,4.62,0,94.19
2025-02-20,Team C,John,49,90.59,347,4.38,4,95.22
2025-02-10,Team C,Alex,84,94.68,246,5,2,97.64
2025-07-25,Team A,Kevin,109,90.51,418,4.47,2,95.16
2025-01-29,Team C,Mary,72,88.17,301,4.74,0,95.97
2025-03-28,Team A,Daniel,51,92.41,243,4.66,2,92.33
2025-10-18,Team A,Mary,96,95.01,435,4.33,2,96.99
2025-03-09,Team B,Sophia,107,88.89,319,4.76,1,99.52
2025-04-11,Team B,Daniel,74,90.36,358,4.86,4,95.51
2025-09-28,Team C,Michael,78,91.57,271,4.58,3,100
2025-05-29,Team B,Amy,92,94.39,315,4.42,1,96.43
2025-02-01,Team C,Rachel,104,97.22,316,4.68,2,97.31
2025-04-04,Team D,Alex,69,88.83,344,4.41,4,97.42
2025-09-19,Team A,John,67,89.38,328,4.11,2,93.8
2025-03-09,Team B,John,100,94.36,252,4.48,3,96.91
2025-03-02,Team B,Jason,74,93.48,371,4.04,1,93.41
2025-10-24,Team B,Emma,76,88.24,298,4.61,3,96.5
2025-11-04,Team B,Alex,79,86.56,369,3.95,1,96.21
2025-05-29,Team A,Alex,98,93.15,322,4.36,1,96.54
2025-05-09,Team C,Mary,86,93.65,325,4.62,3,95.44
2025-05-09,Team A,Kevin,79,91.69,287,4.53,1,96.68
2025-01-23,Team C,Olivia,80,86.31,306,4.05,3,94.23
2025-05-24,Team C,Ryan,87,93.56,326,3.71,1,93.26
2025-09-03,Team A,Chris,87,94.04,273,4.76,4,97.6
2025-07-20,Team D,Daniel,95,90.59,381,4.17,3,96.18
2025-06-29,Team D,Michael,76,94.69,335,4.45,0,97.22
2025-03-14,Team C,Amy,98,96.33,280,4.74,2,92.86
2025-09-05,Team D,Michael,76,94.62,303,4.72,1,98.49
2025-06-18,Team A,Rachel,63,92.75,329,4.12,0,98.15
2025-12-03,Team C,Rachel,89,89.67,302,4.23,3,96.11
2025-06-05,Team A,Sarah,88,93.5,324,3.77,2,97
2025-08-28,Team C,Mary,94,91.08,301,4.66,2,95.12
2025-10-31,Team D,Alex,102,88.49,278,4.09,1,97.36
2025-12-17,Team C,Sarah,83,95.54,356,4.72,2,95.74
2025-04-25,Team D,Sophia,87,91.25,419,4.61,8,98.72
2025-11-09,Team C,Ryan,84,89.95,372,4.41,1,94.56
2025-04-15,Team D,Sophia,67,94.47,328,4.45,5,95.5
2025-06-03,Team A,Alex,83,89.47,343,4.59,3,93.82
2025-02-22,Team B,David,78,93.67,378,4.81,2,95.44
2025-01-01,Team C,Sarah,84,90.81,384,3.88,4,96.82
2025-07-28,Team C,Grace,95,90.17,308,4.52,1,96.53
2025-09-26,Team D,Lisa,59,94.56,371,4.04,4,94.59
2025-06-21,Team D,Chris,97,90.69,388,4.21,0,95.3
2025-02-11,Team A,Sarah,70,95.2,359,4.31,3,97.23
2025-08-26,Team A,David,91,92.9,314,4.44,2,95.35
2025-01-25,Team C,David,111,99.67,324,4.48,0,97.04
2025-03-19,Team C,Ryan,99,88.43,346,4.9,2,95.89
2025-03-27,Team A,Chris,78,91.5,231,4.31,0,95.05
2025-11-06,Team A,Aaron,103,88.59,295,4.24,2,97.86
2025-07-28,Team A,John,86,96.41,234,4.25,3,98.78
2025-05-29,Team A,Ryan,85,94.06,352,4.33,5,94.69
2025-03-03,Team A,Sarah,110,95.2,294,4.43,0,97.82
2025-05-14,Team D,John,72,90.62,345,4.59,4,94.96
2025-05-28,Team C,Rachel,101,93.27,300,4.13,3,96.3
2025-11-16,Team A,Rachel,80,87.19,292,3.93,2,97.22
2025-01-07,Team C,Grace,58,87.91,247,3.61,2,95.27
2025-01-24,Team A,Ryan,70,90.34,318,4.62,0,97.38
2025-03-22,Team D,Olivia,79,97.76,257,4.15,0,94.85
2025-10-07,Team D,Grace,96,93.09,333,4.4,1,93.33
2025-12-28,Team D,David,83,95.04,347,4.76,6,94.57
2025-10-26,Team C,Michael,114,90.61,357,4.53,2,98.48
2025-12-28,Team D,Grace,97,93.07,381,3.93,2,95.53
